trip_id,stop_id,arrival_time,departure_time,stop_sequence,arrival_time_clean
AFA25GEN-1038-Sunday-00_015200_1..N03R,116N,03:06:30,03:06:30,25,03:06:30
AFA25GEN-1038-Sunday-00_015200_1..N03R,115N,03:08:30,03:08:30,26,03:08:30
AFA25GEN-1038-Sunday-00_015200_1..N03R,114N,03:10:00,03:10:00,27,03:10:00
AFA25GEN-1038-Sunday-00_015200_1..N03R,113N,03:12:00,03:12:00,28,03:12:00
AFA25GEN-1038-Sunday-00_015200_1..N03R,112N,03:14:00,03:14:00,29,03:14:00
AFA25GEN-1038-Sunday-00_015200_1..N03R,111N,03:16:00,03:16:00,30,03:16:00
AFA25GEN-1038-Sunday-00_015200_1..N03R,110N,03:17:30,03:17:30,31,03:17:30
AFA25GEN-1038-Sunday-00_015200_1..N03R,109N,03:18:30,03:18:30,32,03:18:30
AFA25GEN-1038-Sunday-00_015200_1..N03R,108N,03:20:00,03:20:00,33,03:20:00
AFA25GEN-1038-Sunday-00_015200_1..N03R,107N,03:21:30,03:21:30,34,03:21:30
AFA25GEN-1038-Sunday-00_015200_1..N03R,106N,03:23:00,03:23:00,35,03:23:00
AFA25GEN-1038-Sunday-00_015200_1..N03R,104N,03:24:30,03:24:30,36,03:24:30
AFA25GEN-1038-Sunday-00_015200_1..N03R,103N,03:26:00,03:29:00,37,03:26:00
AFA25GEN-1038-Sunday-00_015200_1..N03R,101N,03:30:30,03:30:30,38,03:30:30
AFA25GEN-1038-Sunday-00_016600_1..S03R,101S,02:46:00,02:46:00,1,02:46:00
AFA25GEN-1038-Sunday-00_016600_1..S03R,103S,02:47:30,02:47:30,2,02:47:30
AFA25GEN-1038-Sunday-00_016600_1..S03R,104S,02:49:00,02:49:00,3,02:49:00
AFA25GEN-1038-Sunday-00_016600_1..S03R,106S,02:50:30,02:50:30,4,02:50:30
AFA25GEN-1038-Sunday-00_016600_1..S03R,107S,02:52:00,02:52:00,5,02:52:00
AFA25GEN-1038-Sunday-00_016600_1..S03R,108S,02:53:00,02:53:00,6,02:53:00
AFA25GEN-1038-Sunday-00_016600_1..S03R,109S,02:54:30,02:54:30,7,02:54:30
AFA25GEN-1038-Sunday-00_016600_1..S03R,110S,02:56:00,02:56:00,8,02:56:00
AFA25GEN-1038-Sunday-00_016600_1..S03R,111S,02:57:30,02:57:30,9,02:57:30
AFA25GEN-1038-Sunday-00_016600_1..S03R,112S,02:59:30,02:59:30,10,02:59:30
AFA25GEN-1038-Sunday-00_016600_1..S03R,113S,03:01:00,03:01:00,11,03:01:00
AFA25GEN-1038-Sunday-00_016600_1..S03R,114S,03:03:00,03:03:00,12,03:03:00
AFA25GEN-1038-Sunday-00_016600_1..S03R,115S,03:04:30,03:04:30,13,03:04:30
AFA25GEN-1038-Sunday-00_016600_1..S03R,116S,03:06:00,03:06:00,14,03:06:00
AFA25GEN-1038-Sunday-00_016600_1..S03R,117S,03:08:30,03:08:30,15,03:08:30
AFA25GEN-1038-Sunday-00_016600_1..S03R,118S,03:09:30,03:09:30,16,03:09:30
AFA25GEN-1038-Sunday-00_016600_1..S03R,119S,03:10:30,03:10:30,17,03:10:30
AFA25GEN-1038-Sunday-00_016600_1..S03R,120S,03:12:30,03:12:30,18,03:12:30
AFA25GEN-1038-Sunday-00_016600_1..S03R,121S,03:14:30,03:14:30,19,03:14:30
AFA25GEN-1038-Sunday-00_016600_1..S03R,122S,03:15:30,03:15:30,20,03:15:30
AFA25GEN-1038-Sunday-00_016600_1..S03R,123S,03:17:00,03:17:00,21,03:17:00
AFA25GEN-1038-Sunday-00_016600_1..S03R,124S,03:18:30,03:18:30,22,03:18:30
AFA25GEN-1038-Sunday-00_016600_1..S03R,125S,03:20:00,03:20:00,23,03:20:00
AFA25GEN-1038-Sunday-00_016600_1..S03R,126S,03:22:00,03:22:00,24,03:22:00
AFA25GEN-1038-Sunday-00_016600_1..S03R,127S,03:23:30,03:23:30,25,03:23:30
AFA25GEN-1038-Sunday-00_016600_1..S03R,128S,03:25:00,03:25:00,26,03:25:00
AFA25GEN-1038-Sunday-00_016600_1..S03R,129S,03:26:00,03:26:00,27,03:26:00
AFA25GEN-1038-Sunday-00_016600_1..S03R,130S,03:27:00,03:27:00,28,03:27:00
AFA25GEN-1038-Sunday-00_016600_1..S03R,131S,03:28:00,03:28:00,29,03:28:00
AFA25GEN-1038-Sunday-00_016600_1..S03R,132S,03:29:00,03:29:00,30,03:29:00
AFA25GEN-1038-Sunday-00_016600_1..S03R,133S,03:30:30,03:30:30,31,03:30:30
AFA25GEN-1038-Sunday-00_016600_1..S03R,134S,03:32:00,03:32:00,32,03:32:00
AFA25GEN-1038-Sunday-00_016600_1..S03R,135S,03:34:00,03:34:00,33,03:34:00
AFA25GEN-1038-Sunday-00_016600_1..S03R,136S,03:35:00,03:35:00,34,03:35:00
AFA25GEN-1038-Sunday-00_016600_1..S03R,137S,03:36:00,03:39:00,35,03:36:00
AFA25GEN-1038-Sunday-00_016600_1..S03R,138S,03:40:30,03:40:30,36,03:40:30
AFA25GEN-1038-Sunday-00_016600_1..S03R,139S,03:42:00,03:42:00,37,03:42:00
AFA25GEN-1038-Sunday-00_016600_1..S03R,142S,03:44:00,03:44:00,38,03:44:00
AFA25GEN-1038-Sunday-00_017200_1..N03R,142N,02:52:00,02:52:00,1,02:52:00
AFA25GEN-1038-Sunday-00_017200_1..N03R,139N,02:54:30,02:54:30,2,02:54:30
AFA25GEN-1038-Sunday-00_017200_1..N03R,138N,02:55:30,02:55:30,3,02:55:30
AFA25GEN-1038-Sunday-00_017200_1..N03R,137N,02:56:30,02:56:30,4,02:56:30
AFA25GEN-1038-Sunday-00_017200_1..N03R,136N,02:58:00,02:58:00,5,02:58:00
AFA25GEN-1038-Sunday-00_017200_1..N03R,135N,02:59:00,02:59:00,6,02:59:00
AFA25GEN-1038-Sunday-00_017200_1..N03R,134N,03:00:30,03:00:30,7,03:00:30
AFA25GEN-1038-Sunday-00_017200_1..N03R,133N,03:02:00,03:02:00,8,03:02:00
AFA25GEN-1038-Sunday-00_017200_1..N03R,132N,03:03:30,03:03:30,9,03:03:30
AFA25GEN-1038-Sunday-00_017200_1..N03R,131N,03:04:30,03:04:30,10,03:04:30
AFA25GEN-1038-Sunday-00_017200_1..N03R,130N,03:05:30,03:05:30,11,03:05:30
AFA25GEN-1038-Sunday-00_017200_1..N03R,129N,03:06:30,03:06:30,12,03:06:30
AFA25GEN-1038-Sunday-00_017200_1..N03R,128N,03:08:00,03:08:00,13,03:08:00
AFA25GEN-1038-Sunday-00_017200_1..N03R,127N,03:09:30,03:09:30,14,03:09:30
AFA25GEN-1038-Sunday-00_017200_1..N03R,126N,03:11:30,03:11:30,15,03:11:30
AFA25GEN-1038-Sunday-00_017200_1..N03R,125N,03:13:30,03:13:30,16,03:13:30
AFA25GEN-1038-Sunday-00_017200_1..N03R,124N,03:15:00,03:15:00,17,03:15:00
AFA25GEN-1038-Sunday-00_017200_1..N03R,123N,03:16:00,03:16:00,18,03:16:00
AFA25GEN-1038-Sunday-00_017200_1..N03R,122N,03:17:30,03:17:30,19,03:17:30
AFA25GEN-1038-Sunday-00_017200_1..N03R,121N,03:19:00,03:19:00,20,03:19:00
AFA25GEN-1038-Sunday-00_017200_1..N03R,120N,03:20:30,03:20:30,21,03:20:30
AFA25GEN-1038-Sunday-00_017200_1..N03R,119N,03:22:00,03:22:00,22,03:22:00
AFA25GEN-1038-Sunday-00_017200_1..N03R,118N,03:23:30,03:23:30,23,03:23:30
AFA25GEN-1038-Sunday-00_017200_1..N03R,117N,03:24:30,03:24:30,24,03:24:30
AFA25GEN-1038-Sunday-00_017200_1..N03R,116N,03:26:30,03:26:30,25,03:26:30
AFA25GEN-1038-Sunday-00_017200_1..N03R,115N,03:28:30,03:28:30,26,03:28:30
AFA25GEN-1038-Sunday-00_017200_1..N03R,114N,03:30:00,03:30:00,27,03:30:00
AFA25GEN-1038-Sunday-00_017200_1..N03R,113N,03:32:00,03:32:00,28,03:32:00
AFA25GEN-1038-Sunday-00_017200_1..N03R,112N,03:34:00,03:34:00,29,03:34:00
AFA25GEN-1038-Sunday-00_017200_1..N03R,111N,03:36:00,03:36:00,30,03:36:00
AFA25GEN-1038-Sunday-00_017200_1..N03R,110N,03:37:30,03:37:30,31,03:37:30
AFA25GEN-1038-Sunday-00_017200_1..N03R,109N,03:38:30,03:38:30,32,03:38:30
AFA25GEN-1038-Sunday-00_017200_1..N03R,108N,03:40:00,03:40:00,33,03:40:00
AFA25GEN-1038-Sunday-00_017200_1..N03R,107N,03:41:30,03:41:30,34,03:41:30
AFA25GEN-1038-Sunday-00_017200_1..N03R,106N,03:43:00,03:43:00,35,03:43:00
AFA25GEN-1038-Sunday-00_017200_1..N03R,104N,03:44:30,03:44:30,36,03:44:30
AFA25GEN-1038-Sunday-00_017200_1..N03R,103N,03:46:00,03:49:00,37,03:46:00
AFA25GEN-1038-Sunday-00_017200_1..N03R,101N,03:50:30,03:50:30,38,03:50:30
AFA25GEN-1038-Sunday-00_018600_1..S03R,101S,03:06:00,03:06:00,1,03:06:00
AFA25GEN-1038-Sunday-00_018600_1..S03R,103S,03:07:30,03:07:30,2,03:07:30
AFA25GEN-1038-Sunday-00_018600_1..S03R,104S,03:09:00,03:09:00,3,03:09:00
AFA25GEN-1038-Sunday-00_018600_1..S03R,106S,03:10:30,03:10:30,4,03:10:30
AFA25GEN-1038-Sunday-00_018600_1..S03R,107S,03:12:00,03:12:00,5,03:12:00
AFA25GEN-1038-Sunday-00_018600_1..S03R,108S,03:13:00,03:13:00,6,03:13:00
AFA25GEN-1038-Sunday-00_018600_1..S03R,109S,03:14:30,03:14:30,7,03:14:30
AFA25GEN-1038-Sunday-00_018600_1..S03R,110S,03:16:00,03:16:00,8,03:16:00
AFA25GEN-1038-Sunday-00_018600_1..S03R,111S,03:17:30,03:17:30,9,03:17:30
AFA25GEN-1038-Sunday-00_018600_1..S03R,112S,03:19:30,03:19:30,10,03:19:30
AFA25GEN-1038-Sunday-00_018600_1..S03R,113S,03:21:00,03:21:00,11,03:21:00
AFA25GEN-1038-Sunday-00_018600_1..S03R,114S,03:23:00,03:23:00,12,03:23:00
AFA25GEN-1038-Sunday-00_018600_1..S03R,115S,03:24:30,03:24:30,13,03:24:30
AFA25GEN-1038-Sunday-00_018600_1..S03R,116S,03:26:00,03:26:00,14,03:26:00
AFA25GEN-1038-Sunday-00_018600_1..S03R,117S,03:28:30,03:28:30,15,03:28:30
AFA25GEN-1038-Sunday-00_018600_1..S03R,118S,03:29:30,03:29:30,16,03:29:30
AFA25GEN-1038-Sunday-00_018600_1..S03R,119S,03:30:30,03:30:30,17,03:30:30
AFA25GEN-1038-Sunday-00_018600_1..S03R,120S,03:32:30,03:32:30,18,03:32:30
AFA25GEN-1038-Sunday-00_018600_1..S03R,121S,03:34:30,03:34:30,19,03:34:30
AFA25GEN-1038-Sunday-00_018600_1..S03R,122S,03:35:30,03:35:30,20,03:35:30
AFA25GEN-1038-Sunday-00_018600_1..S03R,123S,03:37:00,03:37:00,21,03:37:00
AFA25GEN-1038-Sunday-00_018600_1..S03R,124S,03:38:30,03:38:30,22,03:38:30
AFA25GEN-1038-Sunday-00_018600_1..S03R,125S,03:40:00,03:40:00,23,03:40:00
AFA25GEN-1038-Sunday-00_018600_1..S03R,126S,03:42:00,03:42:00,24,03:42:00
AFA25GEN-1038-Sunday-00_018600_1..S03R,127S,03:43:30,03:43:30,25,03:43:30
AFA25GEN-1038-Sunday-00_018600_1..S03R,128S,03:45:00,03:45:00,26,03:45:00
AFA25GEN-1038-Sunday-00_018600_1..S03R,129S,03:46:00,03:46:00,27,03:46:00
AFA25GEN-1038-Sunday-00_018600_1..S03R,130S,03:47:00,03:47:00,28,03:47:00
AFA25GEN-1038-Sunday-00_018600_1..S03R,131S,03:48:00,03:48:00,29,03:48:00
AFA25GEN-1038-Sunday-00_018600_1..S03R,132S,03:49:00,03:49:00,30,03:49:00
AFA25GEN-1038-Sunday-00_018600_1..S03R,133S,03:50:30,03:50:30,31,03:50:30
AFA25GEN-1038-Sunday-00_018600_1..S03R,134S,03:52:00,03:52:00,32,03:52:00
AFA25GEN-1038-Sunday-00_018600_1..S03R,135S,03:54:00,03:54:00,33,03:54:00
AFA25GEN-1038-Sunday-00_018600_1..S03R,136S,03:55:00,03:55:00,34,03:55:00
AFA25GEN-1038-Sunday-00_018600_1..S03R,137S,03:56:00,03:59:00,35,03:56:00
AFA25GEN-1038-Sunday-00_018600_1..S03R,138S,04:00:30,04:00:30,36,04:00:30
AFA25GEN-1038-Sunday-00_018600_1..S03R,139S,04:02:00,04:02:00,37,04:02:00
AFA25GEN-1038-Sunday-00_018600_1..S03R,142S,04:04:00,04:04:00,38,04:04:00
AFA25GEN-1038-Sunday-00_019200_1..N03R,142N,03:12:00,03:12:00,1,03:12:00
AFA25GEN-1038-Sunday-00_019200_1..N03R,139N,03:14:30,03:14:30,2,03:14:30
AFA25GEN-1038-Sunday-00_019200_1..N03R,138N,03:15:30,03:15:30,3,03:15:30
AFA25GEN-1038-Sunday-00_019200_1..N03R,137N,03:16:30,03:16:30,4,03:16:30
AFA25GEN-1038-Sunday-00_019200_1..N03R,136N,03:18:00,03:18:00,5,03:18:00
AFA25GEN-1038-Sunday-00_019200_1..N03R,135N,03:19:00,03:19:00,6,03:19:00
AFA25GEN-1038-Sunday-00_019200_1..N03R,134N,03:20:30,03:20:30,7,03:20:30
AFA25GEN-1038-Sunday-00_019200_1..N03R,133N,03:22:00,03:22:00,8,03:22:00
AFA25GEN-1038-Sunday-00_019200_1..N03R,132N,03:23:30,03:23:30,9,03:23:30
AFA25GEN-1038-Sunday-00_019200_1..N03R,131N,03:24:30,03:24:30,10,03:24:30
AFA25GEN-1038-Sunday-00_019200_1..N03R,130N,03:25:30,03:25:30,11,03:25:30
AFA25GEN-1038-Sunday-00_019200_1..N03R,129N,03:26:30,03:26:30,12,03:26:30
AFA25GEN-1038-Sunday-00_019200_1..N03R,128N,03:28:00,03:28:00,13,03:28:00
AFA25GEN-1038-Sunday-00_019200_1..N03R,127N,03:29:30,03:29:30,14,03:29:30
AFA25GEN-1038-Sunday-00_019200_1..N03R,126N,03:31:30,03:31:30,15,03:31:30
AFA25GEN-1038-Sunday-00_019200_1..N03R,125N,03:33:30,03:33:30,16,03:33:30
AFA25GEN-1038-Sunday-00_019200_1..N03R,124N,03:35:00,03:35:00,17,03:35:00
AFA25GEN-1038-Sunday-00_019200_1..N03R,123N,03:36:00,03:36:00,18,03:36:00
AFA25GEN-1038-Sunday-00_019200_1..N03R,122N,03:37:30,03:37:30,19,03:37:30
AFA25GEN-1038-Sunday-00_019200_1..N03R,121N,03:39:00,03:39:00,20,03:39:00
AFA25GEN-1038-Sunday-00_019200_1..N03R,120N,03:40:30,03:40:30,21,03:40:30
AFA25GEN-1038-Sunday-00_019200_1..N03R,119N,03:42:00,03:42:00,22,03:42:00
AFA25GEN-1038-Sunday-00_019200_1..N03R,118N,03:43:30,03:43:30,23,03:43:30
AFA25GEN-1038-Sunday-00_019200_1..N03R,117N,03:44:30,03:44:30,24,03:44:30
AFA25GEN-1038-Sunday-00_019200_1..N03R,116N,03:46:30,03:46:30,25,03:46:30
AFA25GEN-1038-Sunday-00_019200_1..N03R,115N,03:48:30,03:48:30,26,03:48:30
AFA25GEN-1038-Sunday-00_019200_1..N03R,114N,03:50:00,03:50:00,27,03:50:00
AFA25GEN-1038-Sunday-00_019200_1..N03R,113N,03:52:00,03:52:00,28,03:52:00
AFA25GEN-1038-Sunday-00_019200_1..N03R,112N,03:54:00,03:54:00,29,03:54:00
AFA25GEN-1038-Sunday-00_019200_1..N03R,111N,03:56:00,03:56:00,30,03:56:00
AFA25GEN-1038-Sunday-00_019200_1..N03R,110N,03:57:30,03:57:30,31,03:57:30
AFA25GEN-1038-Sunday-00_019200_1..N03R,109N,03:58:30,03:58:30,32,03:58:30
AFA25GEN-1038-Sunday-00_019200_1..N03R,108N,04:00:00,04:00:00,33,04:00:00
AFA25GEN-1038-Sunday-00_019200_1..N03R,107N,04:01:30,04:01:30,34,04:01:30
AFA25GEN-1038-Sunday-00_019200_1..N03R,106N,04:03:00,04:03:00,35,04:03:00
AFA25GEN-1038-Sunday-00_019200_1..N03R,104N,04:04:30,04:04:30,36,04:04:30
AFA25GEN-1038-Sunday-00_019200_1..N03R,103N,04:06:00,04:09:00,37,04:06:00
AFA25GEN-1038-Sunday-00_019200_1..N03R,101N,04:10:30,04:10:30,38,04:10:30
AFA25GEN-1038-Sunday-00_020600_1..S03R,101S,03:26:00,03:26:00,1,03:26:00
AFA25GEN-1038-Sunday-00_020600_1..S03R,103S,03:27:30,03:27:30,2,03:27:30
AFA25GEN-1038-Sunday-00_020600_1..S03R,104S,03:29:00,03:29:00,3,03:29:00
AFA25GEN-1038-Sunday-00_020600_1..S03R,106S,03:30:30,03:30:30,4,03:30:30
AFA25GEN-1038-Sunday-00_020600_1..S03R,107S,03:32:00,03:32:00,5,03:32:00
AFA25GEN-1038-Sunday-00_020600_1..S03R,108S,03:33:00,03:33:00,6,03:33:00
AFA25GEN-1038-Sunday-00_020600_1..S03R,109S,03:34:30,03:34:30,7,03:34:30
AFA25GEN-1038-Sunday-00_020600_1..S03R,110S,03:36:00,03:36:00,8,03:36:00
AFA25GEN-1038-Sunday-00_020600_1..S03R,111S,03:37:30,03:37:30,9,03:37:30
AFA25GEN-1038-Sunday-00_020600_1..S03R,112S,03:39:30,03:39:30,10,03:39:30
AFA25GEN-1038-Sunday-00_020600_1..S03R,113S,03:41:00,03:41:00,11,03:41:00
AFA25GEN-1038-Sunday-00_020600_1..S03R,114S,03:43:00,03:43:00,12,03:43:00
AFA25GEN-1038-Sunday-00_020600_1..S03R,115S,03:44:30,03:44:30,13,03:44:30
AFA25GEN-1038-Sunday-00_020600_1..S03R,116S,03:46:00,03:46:00,14,03:46:00
AFA25GEN-1038-Sunday-00_020600_1..S03R,117S,03:48:30,03:48:30,15,03:48:30
AFA25GEN-1038-Sunday-00_020600_1..S03R,118S,03:49:30,03:49:30,16,03:49:30
AFA25GEN-1038-Sunday-00_020600_1..S03R,119S,03:50:30,03:50:30,17,03:50:30
AFA25GEN-1038-Sunday-00_020600_1..S03R,120S,03:52:30,03:52:30,18,03:52:30
AFA25GEN-1038-Sunday-00_020600_1..S03R,121S,03:54:30,03:54:30,19,03:54:30
AFA25GEN-1038-Sunday-00_020600_1..S03R,122S,03:55:30,03:55:30,20,03:55:30
AFA25GEN-1038-Sunday-00_020600_1..S03R,123S,03:57:00,03:57:00,21,03:57:00
AFA25GEN-1038-Sunday-00_020600_1..S03R,124S,03:58:30,03:58:30,22,03:58:30
AFA25GEN-1038-Sunday-00_020600_1..S03R,125S,04:00:00,04:00:00,23,04:00:00
AFA25GEN-1038-Sunday-00_020600_1..S03R,126S,04:02:00,04:02:00,24,04:02:00
AFA25GEN-1038-Sunday-00_020600_1..S03R,127S,04:03:30,04:03:30,25,04:03:30
AFA25GEN-1038-Sunday-00_020600_1..S03R,128S,04:05:00,04:05:00,26,04:05:00
AFA25GEN-1038-Sunday-00_020600_1..S03R,129S,04:06:00,04:06:00,27,04:06:00
AFA25GEN-1038-Sunday-00_020600_1..S03R,130S,04:07:00,04:07:00,28,04:07:00
AFA25GEN-1038-Sunday-00_020600_1..S03R,131S,04:08:00,04:08:00,29,04:08:00
AFA25GEN-1038-Sunday-00_020600_1..S03R,132S,04:09:00,04:09:00,30,04:09:00
AFA25GEN-1038-Sunday-00_020600_1..S03R,133S,04:10:30,04:10:30,31,04:10:30
AFA25GEN-1038-Sunday-00_020600_1..S03R,134S,04:12:00,04:12:00,32,04:12:00
AFA25GEN-1038-Sunday-00_020600_1..S03R,135S,04:14:00,04:14:00,33,04:14:00
AFA25GEN-1038-Sunday-00_020600_1..S03R,136S,04:15:00,04:15:00,34,04:15:00
AFA25GEN-1038-Sunday-00_020600_1..S03R,137S,04:16:00,04:19:00,35,04:16:00
AFA25GEN-1038-Sunday-00_020600_1..S03R,138S,04:20:30,04:20:30,36,04:20:30
AFA25GEN-1038-Sunday-00_020600_1..S03R,139S,04:22:00,04:22:00,37,04:22:00
AFA25GEN-1038-Sunday-00_020600_1..S03R,142S,04:24:00,04:24:00,38,04:24:00
AFA25GEN-1038-Sunday-00_021200_1..N03R,142N,03:32:00,03:32:00,1,03:32:00
AFA25GEN-1038-Sunday-00_021200_1..N03R,139N,03:34:30,03:34:30,2,03:34:30
AFA25GEN-1038-Sunday-00_021200_1..N03R,138N,03:35:30,03:35:30,3,03:35:30
AFA25GEN-1038-Sunday-00_021200_1..N03R,137N,03:36:30,03:36:30,4,03:36:30
AFA25GEN-1038-Sunday-00_021200_1..N03R,136N,03:38:00,03:38:00,5,03:38:00
AFA25GEN-1038-Sunday-00_021200_1..N03R,135N,03:39:00,03:39:00,6,03:39:00
AFA25GEN-1038-Sunday-00_021200_1..N03R,134N,03:40:30,03:40:30,7,03:40:30
AFA25GEN-1038-Sunday-00_021200_1..N03R,133N,03:42:00,03:42:00,8,03:42:00
AFA25GEN-1038-Sunday-00_021200_1..N03R,132N,03:43:30,03:43:30,9,03:43:30
AFA25GEN-1038-Sunday-00_021200_1..N03R,131N,03:44:30,03:44:30,10,03:44:30
AFA25GEN-1038-Sunday-00_021200_1..N03R,130N,03:45:30,03:45:30,11,03:45:30
AFA25GEN-1038-Sunday-00_021200_1..N03R,129N,03:46:30,03:46:30,12,03:46:30
AFA25GEN-1038-Sunday-00_021200_1..N03R,128N,03:48:00,03:48:00,13,03:48:00
AFA25GEN-1038-Sunday-00_021200_1..N03R,127N,03:49:30,03:49:30,14,03:49:30
AFA25GEN-1038-Sunday-00_021200_1..N03R,126N,03:51:30,03:51:30,15,03:51:30
AFA25GEN-1038-Sunday-00_021200_1..N03R,125N,03:53:30,03:53:30,16,03:53:30
AFA25GEN-1038-Sunday-00_021200_1..N03R,124N,03:55:00,03:55:00,17,03:55:00
AFA25GEN-1038-Sunday-00_021200_1..N03R,123N,03:56:00,03:56:00,18,03:56:00
AFA25GEN-1038-Sunday-00_021200_1..N03R,122N,03:57:30,03:57:30,19,03:57:30
AFA25GEN-1038-Sunday-00_021200_1..N03R,121N,03:59:00,03:59:00,20,03:59:00
AFA25GEN-1038-Sunday-00_021200_1..N03R,120N,04:00:30,04:00:30,21,04:00:30
AFA25GEN-1038-Sunday-00_021200_1..N03R,119N,04:02:00,04:02:00,22,04:02:00
AFA25GEN-1038-Sunday-00_021200_1..N03R,118N,04:03:30,04:03:30,23,04:03:30
AFA25GEN-1038-Sunday-00_021200_1..N03R,117N,04:04:30,04:04:30,24,04:04:30
AFA25GEN-1038-Sunday-00_021200_1..N03R,116N,04:06:30,04:06:30,25,04:06:30
AFA25GEN-1038-Sunday-00_021200_1..N03R,115N,04:08:30,04:08:30,26,04:08:30
AFA25GEN-1038-Sunday-00_021200_1..N03R,114N,04:10:00,04:10:00,27,04:10:00
AFA25GEN-1038-Sunday-00_021200_1..N03R,113N,04:12:00,04:12:00,28,04:12:00
AFA25GEN-1038-Sunday-00_021200_1..N03R,112N,04:14:00,04:14:00,29,04:14:00
AFA25GEN-1038-Sunday-00_021200_1..N03R,111N,04:16:00,04:16:00,30,04:16:00
AFA25GEN-1038-Sunday-00_021200_1..N03R,110N,04:17:30,04:17:30,31,04:17:30
AFA25GEN-1038-Sunday-00_021200_1..N03R,109N,04:18:30,04:18:30,32,04:18:30
AFA25GEN-1038-Sunday-00_021200_1..N03R,108N,04:20:00,04:20:00,33,04:20:00
AFA25GEN-1038-Sunday-00_021200_1..N03R,107N,04:21:30,04:21:30,34,04:21:30
AFA25GEN-1038-Sunday-00_021200_1..N03R,106N,04:23:00,04:23:00,35,04:23:00
AFA25GEN-1038-Sunday-00_021200_1..N03R,104N,04:24:30,04:24:30,36,04:24:30
AFA25GEN-1038-Sunday-00_021200_1..N03R,103N,04:26:00,04:29:00,37,04:26:00
AFA25GEN-1038-Sunday-00_021200_1..N03R,101N,04:30:30,04:30:30,38,04:30:30
AFA25GEN-1038-Sunday-00_022600_1..S03R,101S,03:46:00,03:46:00,1,03:46:00
AFA25GEN-1038-Sunday-00_022600_1..S03R,103S,03:47:30,03:47:30,2,03:47:30
AFA25GEN-1038-Sunday-00_022600_1..S03R,104S,03:49:00,03:49:00,3,03:49:00
AFA25GEN-1038-Sunday-00_022600_1..S03R,106S,03:50:30,03:50:30,4,03:50:30
AFA25GEN-1038-Sunday-00_022600_1..S03R,107S,03:52:00,03:52:00,5,03:52:00
AFA25GEN-1038-Sunday-00_022600_1..S03R,108S,03:53:00,03:53:00,6,03:53:00
AFA25GEN-1038-Sunday-00_022600_1..S03R,109S,03:54:30,03:54:30,7,03:54:30
AFA25GEN-1038-Sunday-00_022600_1..S03R,110S,03:56:00,03:56:00,8,03:56:00
AFA25GEN-1038-Sunday-00_022600_1..S03R,111S,03:57:30,03:57:30,9,03:57:30
AFA25GEN-1038-Sunday-00_022600_1..S03R,112S,03:59:30,03:59:30,10,03:59:30
AFA25GEN-1038-Sunday-00_022600_1..S03R,113S,04:01:00,04:01:00,11,04:01:00
AFA25GEN-1038-Sunday-00_022600_1..S03R,114S,04:03:00,04:03:00,12,04:03:00
AFA25GEN-1038-Sunday-00_022600_1..S03R,115S,04:04:30,04:04:30,13,04:04:30
AFA25GEN-1038-Sunday-00_022600_1..S03R,116S,04:06:00,04:06:00,14,04:06:00
AFA25GEN-1038-Sunday-00_022600_1..S03R,117S,04:08:30,04:08:30,15,04:08:30
AFA25GEN-1038-Sunday-00_022600_1..S03R,118S,04:09:30,04:09:30,16,04:09:30
AFA25GEN-1038-Sunday-00_022600_1..S03R,119S,04:10:30,04:10:30,17,04:10:30
AFA25GEN-1038-Sunday-00_022600_1..S03R,120S,04:12:30,04:12:30,18,04:12:30
AFA25GEN-1038-Sunday-00_022600_1..S03R,121S,04:14:30,04:14:30,19,04:14:30
AFA25GEN-1038-Sunday-00_022600_1..S03R,122S,04:15:30,04:15:30,20,04:15:30
AFA25GEN-1038-Sunday-00_022600_1..S03R,123S,04:17:00,04:17:00,21,04:17:00
AFA25GEN-1038-Sunday-00_022600_1..S03R,124S,04:18:30,04:18:30,22,04:18:30
AFA25GEN-1038-Sunday-00_022600_1..S03R,125S,04:20:00,04:20:00,23,04:20:00
AFA25GEN-1038-Sunday-00_022600_1..S03R,126S,04:22:00,04:22:00,24,04:22:00
AFA25GEN-1038-Sunday-00_022600_1..S03R,127S,04:23:30,04:23:30,25,04:23:30
AFA25GEN-1038-Sunday-00_022600_1..S03R,128S,04:25:00,04:25:00,26,04:25:00
AFA25GEN-1038-Sunday-00_022600_1..S03R,129S,04:26:00,04:26:00,27,04:26:00
AFA25GEN-1038-Sunday-00_022600_1..S03R,130S,04:27:00,04:27:00,28,04:27:00
AFA25GEN-1038-Sunday-00_022600_1..S03R,131S,04:28:00,04:28:00,29,04:28:00
AFA25GEN-1038-Sunday-00_022600_1..S03R,132S,04:29:00,04:29:00,30,04:29:00
AFA25GEN-1038-Sunday-00_022600_1..S03R,133S,04:30:30,04:30:30,31,04:30:30
AFA25GEN-1038-Sunday-00_022600_1..S03R,134S,04:32:00,04:32:00,32,04:32:00
AFA25GEN-1038-Sunday-00_022600_1..S03R,135S,04:34:00,04:34:00,33,04:34:00
AFA25GEN-1038-Sunday-00_022600_1..S03R,136S,04:35:00,04:35:00,34,04:35:00
AFA25GEN-1038-Sunday-00_022600_1..S03R,137S,04:36:00,04:39:00,35,04:36:00
AFA25GEN-1038-Sunday-00_022600_1..S03R,138S,04:40:30,04:40:30,36,04:40:30
AFA25GEN-1038-Sunday-00_022600_1..S03R,139S,04:42:00,04:42:00,37,04:42:00
